id,username,created_at,lng,lat,text
1517611629747314690,cakeyizumi,Fri Apr 22 21:09:43 +0000 2022,-87.732013,41.8335845,@vincentschnabl @FrankieDTankie Breathtaking
1517611630875406336,theofficialsamt,Fri Apr 22 21:09:43 +0000 2022,-118.4119065,34.0207895,Need to get unfathomably shitfaced
1517611631152451587,Samsonprops,Fri Apr 22 21:09:43 +0000 2022,-77.1216,38.8098,Charles Kim would love to show you the #listing at 131 Cambria Walk #Alexandria #VA  #realestate… https://t.co/ZVZx8V9vQd
1517611632859394048,garm_77,Fri Apr 22 21:09:43 +0000 2022,-122.2317885,47.9599495,"@Moflo19 @RexChapman I always thought he was saying ""old fuzzy toupee""..."
1517611634210000896,annafoxylove,Fri Apr 22 21:09:44 +0000 2022,-122.583,47.3275,"Just posted a photo @ Gig Harbor, Washington https://t.co/ooKtHL49u3"
1517611634813984769,rikincanton,Fri Apr 22 21:09:44 +0000 2022,-82.6694675,40.365159500000004,@PaulNicholsDC Good luck
1517611635204055043,mabry4849,Fri Apr 22 21:09:44 +0000 2022,-92.13127399999999,34.7519365,@MichaelMacQuil1 And what could take his place is even worse.
1517611636613283840,Don_K_Williams,Fri Apr 22 21:09:44 +0000 2022,-119.30660750000001,37.2691755,@tim_aga2 @CoachLambrechts We only have a few late entry clients left on the women’s side. Coach can DM me.Happy… https://t.co/in2URcp87W
1517611638488190976,AbdelsalamMd,Fri Apr 22 21:09:45 +0000 2022,-80.2333285,25.7823535,@Mo_majali91 @slusom @svinsociety Miss you guys all
1517611638383337475,RyanVincentNJ,Fri Apr 22 21:09:45 +0000 2022,-73.99084,40.863688499999995,I’ll be live-tweeting some of my favorite LPs and 45s that I’ll be spinning during the show! Follow all the action… https://t.co/R8hgBOIYPc
1517611638450491392,kenutton3,Fri Apr 22 21:09:45 +0000 2022,-100.0768885,31.1688935,@MaryEll75094197 Lookin for my friend from Gallup
1517611639209664514,MamaB2485,Fri Apr 22 21:09:45 +0000 2022,-82.6631435,28.2182495,@rysat311 It was hanging from the power lines and tangled in the wires. They must have been going really fast to be… https://t.co/fUzopB2TW6
1517611639549345792,ExtraChrisP_,Fri Apr 22 21:09:45 +0000 2022,-80.63113150000001,35.4019815,@bDoddleS @gotchasaurus @hawks4life89 @DOBrienATL The difference is guys like Morton and Arrieta have never walked… https://t.co/tZapqFhZSx
1517611642082762752,brandonlaw_wx,Fri Apr 22 21:09:45 +0000 2022,-93.6115305,41.732949,It’s happening 😎 https://t.co/FATKlaNSjq
1517611643517030400,eggtron5000,Fri Apr 22 21:09:46 +0000 2022,-118.4119065,34.0207895,@richardhvia well you heart her!!!!
1517611643479289856,KingFrankyG11,Fri Apr 22 21:09:46 +0000 2022,-122.630908,45.536402,@KyMcFly @OMGitsRIVERS Jesus lol. Ain’t no way
1517611643647180801,LegendaryLarry3,Fri Apr 22 21:09:46 +0000 2022,-75.117998,40.0048655,"And just like that, nothing matters anymore and I want to get hit by a meteorite"
1517611644658110467,jaycannadysongs,Fri Apr 22 21:09:46 +0000 2022,-86.885684,36.139686,"Instead of buying a #guitar today, I spent 300 bucks at #costco #imanadult #over40 #newrules"
1517611647610851328,MissGolfAssn,Fri Apr 22 21:09:47 +0000 2022,-91.380189,31.543236999999998,Round 1 of the 2022 Bill Cass Senior Four-ball is in the books!! To see 1st Round results visit… https://t.co/czEUv5p4hg
1517611648281980930,ashuck33,Fri Apr 22 21:09:47 +0000 2022,-81.705467,41.495939500000006,@AmbassadorAries He does look mad!
1517611648353251331,ZakariaParker5,Fri Apr 22 21:09:47 +0000 2022,-90.696841,35.828626,@mkparkerr2 Ugh me too I thought I was tripping I’ve seen like 10 post down my fb 🙄‼️
1517611649435197442,Conlabrisa,Fri Apr 22 21:09:47 +0000 2022,-115.23443549999999,36.0188045,I HAVE NO IDEA WHAT THESE ANALYTICS MEAN AND ITS ONLY WORSE.
1517611649770958848,DoctorKCW13,Fri Apr 22 21:09:47 +0000 2022,-93.15692200000001,45.0140865,@playwitholivia @carmenpremier @TOboudoir Sexy baby 💞
1517611649535934464,PrinceodbRuiz,Fri Apr 22 21:09:47 +0000 2022,-111.928142,33.392883999999995,@BarackObama @TheDemocrats @SenateDems @SenatorSinema @SenateGOP @librarycongress @POTUSPress @POTUSADVISORY @GOP… https://t.co/wiF0TxDMw0
1517611650567880708,donniew031971,Fri Apr 22 21:09:48 +0000 2022,-96.7349005,33.061242500000006,Katelynn in me worshipping satan again I am sick of fucking satan worshippers get the hell out of me now I am donni… https://t.co/sqmdnp2LJe
1517611651645718539,nhhssports,Fri Apr 22 21:09:48 +0000 2022,-71.4440805,42.971199,"Narrow miss for @Owlslacrosse. Lebiedz got a piece of a shot. The ball hit the post, hit the goalie's back, hit the… https://t.co/5cNsr4fX8T"
1517611651436007425,kryptonfty,Fri Apr 22 21:09:48 +0000 2022,-87.732013,41.8335845,"@CirrusNFT Me, a peasant just out here trying to get a BAKC before they too hit 30ETH 🤣 https://t.co/7bX750EXkm"
1517611652748910594,AngieNwajide,Fri Apr 22 21:09:48 +0000 2022,-84.433106,33.7671945,The math isn’t mathing these days 😂
1517611653906329600,jmease,Fri Apr 22 21:09:48 +0000 2022,-104.92209349999999,39.713563,@TaylorTakes2 Could be a Goonies reboot... #TruffleShuffle
1517611654959280128,rafat,Fri Apr 22 21:09:49 +0000 2022,-73.8311875,40.6708795,"The most creative new event in travel industry, dropping next month in NYC: Future of Lodging Forum, May 11-12, The… https://t.co/2Rp4TDKPDb"
1517611655240290310,EldritchVirgo,Fri Apr 22 21:09:49 +0000 2022,-77.101999,38.8808445,@nolanp_2002 Ummm Sonic 2 literally happened????
1517611656896937985,BetterBelievus,Fri Apr 22 21:09:49 +0000 2022,-118.1567105,33.809171500000005,@jdcrowley @mustachetoilet He was born in  #ThaLBC #LongBeach
1517611656976736259,MzBoColar,Fri Apr 22 21:09:49 +0000 2022,-91.81759,30.00514,"Life Lessons💯 @ New Iberia, Louisiana https://t.co/Byn8Wyzc7u"
1517611657320534016,bihouet_rafael,Fri Apr 22 21:09:49 +0000 2022,-116.929102,32.3328765,@mrsrobinsonxo @localsextingxxx 🌹❤️❤️💋💋💋 but in your little thing that can almost be seen
1517611657236787204,hannastasia,Fri Apr 22 21:09:49 +0000 2022,-90.24782400000001,38.653771,When even your competition’s deserters are campaigning against you!
1517611658318913537,longgameOBW,Fri Apr 22 21:09:49 +0000 2022,-80.63113150000001,35.4019815,@michelle000097 @iblamedonna @w_white18 Yea…yea they are 😮‍💨 https://t.co/OMZ8usYtao
1517611659484962818,vers1205,Fri Apr 22 21:09:50 +0000 2022,-85.7682405,37.822244,@BBdaddy41 I’m ready
1517611659849834498,CodySmash62,Fri Apr 22 21:09:50 +0000 2022,-97.28591349999999,32.7799665,"Dealing with my emotions lately and it just seems to be a fine line to fall off on. Walking the path I’m good, I’m… https://t.co/YNSlXTBPAy"
1517611661523185664,tmj_KS_skltrd,Fri Apr 22 21:09:50 +0000 2022,-95.6795777,39.0482757,"Ryder is looking for teammates like you. See our latest #SkilledTrade job openings, including ""DIESEL MECHANIC"", vi… https://t.co/KqYmHYKXMe"
1517611662211223559,Solar_osu,Fri Apr 22 21:09:50 +0000 2022,-86.611411,34.7060265,@sirchuffey The original creator of my boy is posting one of these no way :3c https://t.co/v52AFpFwom
1517611662689382408,TomLaCombe4,Fri Apr 22 21:09:50 +0000 2022,-83.876048,42.623483,@Nickthornton35 @BenVerlander Not looking good….rain supposed to be all night until 4am https://t.co/IbApMVkOvv
1517611663545053185,BenNune89404356,Fri Apr 22 21:09:51 +0000 2022,-73.8311875,40.6708795,@ericswalwell Cooked! Doesn’t even know it!
1517611664086114304,BWSLGirlsAAU,Fri Apr 22 21:09:51 +0000 2022,-76.3827499,37.060116,Nike 16 EYBL - Pro Skills def. AL Southern STARZ 16U - Bush Nike EYBL 55-50 #exposurebball
1517611664467660800,tmj_dc_sales,Fri Apr 22 21:09:51 +0000 2022,-76.8966397,38.9340002,"Don't submit then quit. Apply for jobs like ""Part Time Sales Associate"" at ACE Cash Express, then look for people y… https://t.co/qdp4r08Pt5"
1517611664471781376,CROSSMARKJobs,Fri Apr 22 21:09:51 +0000 2022,-90.0406608,38.9092138,"Can you recommend anyone for this job? Retail Merchandiser PT – Daytime, No Weekends! - https://t.co/yTOnROV5W7… https://t.co/38C8VZfL6K"
1517611664622956546,johnwcbragg,Fri Apr 22 21:09:51 +0000 2022,-84.022463,39.8069165,"@AliceFromQueens @Kangaskhan6 @Noahpinion It's a risky strategy on a first date, but it might pay off in the long r… https://t.co/xLLlYbg7Dk"
